tweet_text,claim
"Help is on the way for people that were offended by Hobby Lobby’s ‘offensive’ cotton decoration. Don’t forget to send me your paper currency pic.twitter.com/u0ON7QPAkD — MAGAmike (@jmsb1955) September 18, 2017",1
"Police in Sweden admit they no longer investigate rape as they’re overwhelmed with other crimes. This is an outrage. https://t.co/yEQbQxUyyx — Nigel Farage (@Nigel_Farage) September 14, 2017",1
"Despite some reports @PPact & TST are independently fighting arbitrary abortion restrictions. There is neither collusion nor competition. — The Satanic Temple (@satanicpsalms) September 14, 2017",1
"This was #HiddenOaksMiddle @RedCross #HurricaneIrma dinner. Shelter residents were appreciative of hot meals https://t.co/xjHh1Vkqlb @TCPalm pic.twitter.com/rwXBcmA6eO — Kelly Tyko (@TCPalmKelly) September 9, 2017",1
"Damn they got vapes for babies now😩 pic.twitter.com/WQaN794O5h — adam.the.creator (@AdamPadilla) August 25, 2017",1
"There is a massive misinformation among users in Puerto Rico that Zello will work without internet. It will *not*, please RT. — Zello Inc (@Zello) September 6, 2017",1
"PLEASE DO NOT DONATED TO THE RED CROSS!! GIVE TO THE SSLVATION ARMY!! RED CROSS REFUSED TO GIVE DONATED HOT HAMBURGERS TO TEXANS!! — Cody Anderson (@Cody_anderson72) September 5, 2017",1
"Victoria and I care deeply about our fellow Houstonians. Lakewood’s doors are open and we are receiving anyone who needs shelter. — Joel Osteen (@JoelOsteen) August 29, 2017",1
"Pro tip: Don’t touch the floating fire ant colonies. They will ruin your day. #Harvey pic.twitter.com/uwJd0rA7qB — Mike Hixenbaugh (@Mike_Hixenbaugh) August 27, 2017",1
"WRONG! Never heard of so-called”ban”-but that’s NOT Mr. Jones in Vader costume-He NEVER did press for #SW & certainly never in #DarthDrag! https://t.co/zcY8ZDgE0h — Mark Hamill (@HamillHimself) August 29, 2017",1
"Texans: be sure to file for #Harvey relief before Sept 1. #TXlege passed a bill making it harder to dispute weather-related property claims. — Joaquin Castro (@JoaquinCastrotx) August 28, 2017",1
"Just so you know! #Mexico was there for #Katrina I’m sure they would be willing to help w/ #Harvey but, UR damn wall is more important. pic.twitter.com/Kyy4kDlqyA — Kendra Drake (@KendraDrake94) August 27, 2017",1
"In 1969, Bill Clinton was expelled from Oxford for raping nineteen­-year­-old Eileen Wellstone.… https://t.co/sxR2lCRQ2w — Roger Stone (@RogerJStoneJr) October 13, 2015",1
"So about that Robert E Lee statue… here’s what the man himself said about Civil War monuments: pic.twitter.com/9pZTYiDddX — Maddox (@maddoxrules) August 16, 2017",1
"Clash between protesters and counter protesters. Police says “We’ll not intervene until given command to do so.” #Charlottesville pic.twitter.com/UkRDlNn2mv — ACLU of Virginia (@ACLUVA) August 12, 2017",1
"Worried about telling off a white supremacist or neo-nazi? Channel your inner Bill Baxley, Alabama’s Attorney General in 1976 to KKK: pic.twitter.com/ymTeRngqrA — Emily Farris (@emayfarris) August 13, 2017",1
"MSM depicted my meme as showing the TrumpTrain “running over” a reporter. #FakeNews‼️ The reporter is trying to stop it- feet popping ties. pic.twitter.com/iiSPCzzWQI — SL (@SLandinSoCal) August 15, 2017",1
"We are 99% confident that this is a completely false stunt by DS derps. Still not anyone taking credit, despite feelers. — Anonymous (@YourAnonNews) August 14, 2017",1
"That it was truly awful. ? We immediately removed the sign from the display as soon as we found out the store location. -Vik — Walmart (@Walmart) August 9, 2017",1
"Michael, this is completely false. Starbucks is not sponsoring any such event. Where did you get this image? — Starbucks Coffee (@Starbucks) August 4, 2017",1
"Just confirmed with local Starbucks managers. They have chosen to honor Dreamer Day at all metro-Detroit Starbucks. #BorderFreeCoffee — James Aspen (@JamesCAspen) August 7, 2017",1
"Not Bob Barker. A pillar of my childhood. Carried a Price is Right lunch box in elementary school. RIP — Chris Blake (@iamchrisblake) July 31, 2017",1
"Damn man, RIP Bob Barker ? pic.twitter.com/e9wwBHUtsh — Jacob Cole (@HashtagJayCole) July 31, 2017",1
"when you realize all the snap chat filters are really building a facial recognition database ☕️? — B.o.B (@bobatl) April 16, 2016",1
"@ChelseaClinton is an Advocate for Female Genital Mutilation. This is Extremely Disturbing, Sickening! #Women #FGM @WHO @womenshealth pic.twitter.com/0krdEW64JE — Green Diplomacy (@GreenDiplomacy) April 28, 2017",1
"Liberals are mind numb. Chelsea Clinton on twitter writes genital mutilation is racist term should be genital cutting im with #muslims — Real News Wire (@realnewswire) April 28, 2017",1
"@ChelseaClinton since you approve of genital cutting (genital mutilation) when will your daughter be getting her genitals cut? — J T loves COVFEFE (@JodiTarvin) April 27, 2017",1
"Chelsea & the NY Times decides to sugar coat Female Genital Mutilation, is there nothing sacred to the PC Nut Jobs?! https://t.co/BOnQ5McZpspic.twitter.com/zaibFD62Um — JC Shannon (@BillClintonTHOF) April 28, 2017",1
"George Soros. A SS in the National Socialist German workers party. Nazi party. He served under Hitler. The Democratic Party soul. pic.twitter.com/pLTfFtGtB1 — G.I. Joe 🇺🇸 (@toombstone) November 26, 2016",1
"Soros was Nazi collaborator. He laughed about it. https://t.co/N41dkcDG6y — Mike Cernovich ?? (@Cernovich) September 13, 2017",1
"Soros =Funds BLM + Antifa + United Nations hate-fest NGO’s. “Happiest days of my life were helping the Nazi’s in Hungary in 1944” said Soros https://t.co/TbtZmNs833 — Lloyd (@pood57) September 9, 2017",1
"George Soros: (Helping Nazis) “Was The Happiest Time of my Life” https://t.co/B8G1ZiY4Ze — California4TRUMP (@Tra777) September 5, 2017",1
"PLS IGNORE THIS FAKE NEWS!!! Don moen @donmoen is VERY ALIVE AND HEALTHY ?? pic.twitter.com/UcIqQs2AGA — FRANK EDWARDS (@FRANKRICHBOY) July 12, 2017",1
"Charging an electric car, 1905. Follow us on Instagram https://t.co/lZW5cbBPnPpic.twitter.com/ABWshJASpn — History Lovers Club (@historylvrsclub) July 10, 2017",1
"WikiLeaks cable Robert Mueller delivering highly enriched stolen Uranium to Russia in 2009 https://t.co/X3Ea2m6kS5 h/t @apblake pic.twitter.com/yhC91B2IBK — WikiLeaks (@wikileaks) May 18, 2017",1
"“Only guilty people need to hire a criminal defense attorney” – Mike Pence Today Mike Pence hired a criminal defense attorney — Jonathan Jewel (@jonathanjewel) June 15, 2017",1
".@Judgenap: Why do we have a Second Amendment? It’s not to shoot deer. It’s to shoot at the government when it becomes tyrannical! — Senator Rand Paul (@RandPaul) June 23, 2016",1
"The Photographer kept 18 cameras for 62 days to take this shot.This is absolute perfection ! @TandonRaveena pic.twitter.com/p4bH8mNkcg — Dinesh Joshi (@dineshjoshi70) April 21, 2016",1
"NBA champion Warriors skipping the White House visit, as a unanimous team decision per reports. — Downtown Josh Brown (@ReformedBroker) June 13, 2017",1
"This is crazy! #CapeTown #capestorm #weatherforecast pic.twitter.com/3bcKOKrCJB — RyGuySA (@RyGuySA) June 7, 2017",1
"Yes that’s Cape Town. But tornado ain’t local. It’s from Texas, and got inserted with some CGI #CapeTownStorm — RyGuySA (@RyGuySA) June 7, 2017",1
"Can anyone confirm this video? Tornado In #CapeTown #capestorm pic.twitter.com/eAx4zZPzkV — Maghdie Fife (@MagZaz5) June 7, 2017",1
"Ted Cruz: “Southern States Should Build Their Own Nuclear Weapon To Protect Their Beliefs” https://t.co/dul6fjlHGL — InxsySparxs (@InxsyS) June 6, 2017",1
"AWWWW HELL NO! Obama’s Burial Plot Is A Massive Waste Of Taxpayer Money (IMAGES) https://t.co/ewEnLtU1Bt — gnosis_carmot? (@gnosis_carmot) May 12, 2017",1
"Please pray for the safety of our Muslim brothers and sisters in #London. Our inaction on climate and heathcare has pushed them to this. — Maxine P. Waters (@MaxineVVaters) June 3, 2017",1
"Sadiq Khan is an EMBARRASSMENT ? Londoners chant #Trump‘s name instead of his pic.twitter.com/flBWoTEKGN @realDonaldTrump #MAGA #LondonBridge — Boca Vista (@bocavista2016) June 5, 2017",1
"The #covfefe plot thickens: according to Google Translate, “Cov fe’fe” means سوف فقف “I will stand up” in Arabic. https://t.co/IhIUqQkc4u — Covfefe David Miles (@chrisdavidmiles) June 1, 2017",1
"The Trump campaign is taking the @birchbox subscription approach, introducing the “big league box” pic.twitter.com/41zUCxAlYA — Betsy Klein (@betsy_klein) May 29, 2017",1
"Ice storm rolls from Texas to Tennessee – I’m in Los Angeles and it’s freezing. Global warming is a total, and very expensive, hoax! — Donald J. Trump (@realDonaldTrump) December 6, 2013",1
"Snowing in Texas and Louisiana, record setting freezing temperatures throughout the country and beyond. Global warming is an expensive hoax! — Donald J. Trump (@realDonaldTrump) January 29, 2014",1
"Yes, this is really @DarrellIssa on the roof of his district office building. Too afraid to come speak with assembled constituents below. pic.twitter.com/wCYRjO8Ev8 — Mike Levin (@MikeLevinCA) May 30, 2017",1
"Spent the morning talking with constituents gathered outside the office today, then popped upstairs to take a quick pic! pic.twitter.com/K2CFdenOIj — Darrell Issa (@DarrellIssa) May 30, 2017",1
".@DarrellIssa said the protesters wouldnt’ speak with him, so he went up to the roof and took pictures. — Joshua Stewart (@jptstewart) May 30, 2017",1
"Trump gave a PM the finger during the G7 Summit and then grins about it afterwards! We say give him one back! https://t.co/CWwBasxLfx pic.twitter.com/QR1ZpyuJGC — Give Him The Finger (@protestcards) May 29, 2017",1
"She knows them all! #HillaryforPrison Hillary with Ramadan Abedi, father of the Manchester Bomber… pic.twitter.com/9Bih4d9oLC — Peggy Christopher (@PegELakeOzark) May 29, 2017",1
"Pope Francis with different heads of state during their visits at the Vatican. Something seems…different ? pic.twitter.com/JiyVTs014G — Cassie Dagostino (@casatino) May 24, 2017",1
"News on Ariana: Ariana has reached out to the families who’s loves ones died last night….she is gonna pay for the funerals! pic.twitter.com/lmGHt4GbEg — Ariana Updates! (@ArianaDailyWW) May 23, 2017",1
"We have our name! Tajiri the baby Giraffe. Tajiri is Swahili for HOPE. We will call him “Taj” pic.twitter.com/J64Bk7QOEp — April The Giraffe (@AprilTheGiraffe) May 1, 2017",1
"Marilyn Monroe had an IQ of 168. — What The F*** Facts (@WhatTheFFacts) March 29, 2017",1
"The MEDIA is lying about Seth Rich saying #SethRich parents want this to stop. Here’s a video from his parents THANKING the internet! pic.twitter.com/9w96tOhj37 — Red Pill⏳ (@RedPillDropper) May 20, 2017",1
"In 1987, the Nixons predicted @realDonaldTrump would win whenever he ran for office. Photo courtesy @nixonfoundation #PresidentElectTrump pic.twitter.com/hICGWZL6MJ — Archives Foundation (@archivesfdn) November 9, 2016",1
"Nixon/Trump letter. From a one corrupt @POTUS to another. Cool find. RT @BeschlossDC @maddow https://t.co/Ihwh94MbNu — James McPherson (@JimBMcPherson) May 17, 2017",1
"@LouiseMensch and I are reporting that a sealed indictment has been issued against Trump by FISA court to serve as the basis of Impeachment. — Claude Taylor (@TrueFactsStated) May 14, 2017",1
"Clinton cash $675K McCabe is Acting FBI Director. Oh, and Clinton fired his FBI head the day before Vince Foster was found dead. pic.twitter.com/gg2kuOwqLD — ?AMERICA?FIRST? (@TrueNevvs) May 11, 2017",1
"President Clinton fired his FBI director on July 19th, 1993, The Day before Vince Foster was found dead in Marcy Park. #ThursdayThoughts pic.twitter.com/wgbv9lAhDV — ?STOCK MONSTER? (@StockMonsterUSA) May 11, 2017",1
"CBO has scored #AHCA twice. #facts March 13: https://t.co/fqlMGmPVdz March 23: https://t.co/OAJ4M7lhEP — AshLee Strong (@AshLeeStrong) May 6, 2017",1
"ABORTIONS NOT ENOUGH FOR THE LEFT? Bill Nye: Should parents be penalized for “extra kids”? @infowars @DailyCaller https://t.co/nz9D9y41Ut — Liberty News 1776 (@LibertyNews1776) April 27, 2017",1
"BREAKING: This 7 month pregnant woman was beaten by Muslim refugee in Oklahoma. Do you support hang him? – Trumpers https://t.co/S2MonJJ1Ld — Mike Allen (@AMike4761) April 30, 2017",1
"This 7 month #pregnant woman was beaten by #refugee in #Oklahoma https://t.co/roKeW25944 — The New York Evening (@TheNYevening) May 3, 2017",1
"After intense studies- Japanese scientists found that E-cigarettes contain up to 10x the amount of cancer-causing agents as regular tobacco — Leanne Manas (@LeanneManas) November 27, 2014",1
"Seems the only #Wall @realDonaldTrump‘s built is the one between him and @FLOTUS #Melania #trump pic.twitter.com/XiNd2jiLUF — Andy Ostroy (@AndyOstroy) May 3, 2017",1
"You can’t make this stuff up: Trump commemorated at his Virginia golf course a Civil War battle that never happened https://t.co/Wzfz7REjK8 pic.twitter.com/KelWs1Q71t — Justin Miller (@justinjm1) May 2, 2017",1
"So Fyre Fest is a complete disaster. Mass chaos. No organization. No one knows where to go. There are no villas, just a disaster tent city. pic.twitter.com/1lSWtnk7cA — William N. Finley IV (@WNFIV) April 27, 2017",1
"I’m telling you #FyreFestival is a fraud. https://t.co/ibkOxchjIT — FyreFestivalFraud (@FyreFraud) March 29, 2017",1
"Chef Jeff Goldblum in Australia launching his restaurant truck. No wonder line so long, he’s chatting to everyone pic.twitter.com/26Zf5Q26IA — alex dunnin (@AlexDunnin) April 26, 2017",1
"Chaffetz not seeking re-election will raise more questions about this ?? https://t.co/WHpvtiWAxK — Adrienne Watson (@Adrienne_DNC) April 19, 2017",1
"@fox8news in Cleveland says that Steve Stephens has “dark white skin”. What does that even mean? pic.twitter.com/r7gvd6rtSZ — Based Monitored ?? (@BasedMonitored) April 17, 2017",1
"#Breaking: Pentagon releases video of the “mother of all bombs” being dropped in Afghanistan pic.twitter.com/GaXwhpWDmb — TODAY (@TODAYshow) April 14, 2017",1
"@annahcav: OMG: Landing Gear Failure Plane saved by truck http://t.co/cDRry3byob That truck driver's a hero. We need more like him! — Mary Jean (@MaryJeanUK) October 6, 2013",1
"WHAT A TWIT!!!! @CharlesSchumer quote: Candidates With Deeply Held Christian Beliefs Are Unfit and Disqualified… https://t.co/i0CS7TrRzV — DUANE ALLEN (@DUANEALLEN) April 7, 2017",1
"@anne_goldgar@simon_schama I honestly don’t know if Spicer is ignorant, or a lying Holocaust denier. From his FB page earlier today. Jews weren’t “fellow Germans”??? pic.twitter.com/1joziOuG4A — Eileen (@Percysperson) April 12, 2017",1
"@Chinmayi WHERE TWO OCEANS MEET These two bodies of water were merging in the middle of The Gulf of Alaska @Chinmayi pic.twitter.com/uv4iPb58oM — S G Balaji (@sgbalaji2000) May 3, 2013",1
"The last time the president, and both Congress and house were controlled by Republicans was 1928. The great depression was 1929-1938 — Jonathan (@Jonny_simmonds) November 9, 2016",1
"@TheDemocrats why did you photoshop the @pslweb poster? ? pic.twitter.com/1avTTyM8yp — חאשה (@claritchka) March 26, 2017",1
"Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time! — Donald J. Trump (@realDonaldTrump) March 15, 2017",1
"My mom won't stop telling me that studies have proven there is poop in ppl's beards..... — boss boy tato (@nathanrain1) March 14, 2017",1
"Valley High School in Iowa forced to apologize for their students wearing Red White and Blue. Seriously if the colors offend you then leave — Bret Wolschleger (@wolfe407) March 11, 2017",1
"William Macy aka FRANK GALLAGHER died last night‼️ :/ day ruined — Jamie sullivan (@jamiesullivan10) March 12, 2017",1
"Caves & tunnels found under Shropshire Field. Possibly used by followers of the Knights Templar https://t.co/OzfBnRJvwM #England pic.twitter.com/6qSkp9PvlS — Ticia Verveer (@ticiaverveer) March 8, 2017",1
"Secret Knights Templar caves beneath Shropshire field - picS and video « Shropshire Star https://t.co/b0PSlpzNuk via @ShropshireStar — Mary Elizabeth Carey (@MaryCarey9) March 9, 2017",1
"free cone day on march 20th @ dairy queen ? — amy? (@ayeeeamyy) March 1, 2017",1
"rt to save a life you can get a free soft serve cone at dairy queen on march 20th I AM READY 4 THIS — kace (@faceofkace) March 8, 2017",1
"Donald Trump officially names the Obamacare replacement ‘World’s Greatest Healthcare Plan of 2017’ pic.twitter.com/HPEeCoD0zD — Richard Southern (@richard680news) March 8, 2017",1
"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision! — Donald J. Trump (@realDonaldTrump) March 7, 2017",1
"Future Internment camp signs across the USA. A selection from ten US cities. #immigration #immigrant #humanrights #racism #donaldtrump pic.twitter.com/FiT5TBjpMy — Plastic Jesus (@plasticjesusart) March 6, 2017",1
"Amy Schumer Goes From Red Carpet To Jail After Threatening Trump On Live TV https://t.co/XTI6PnOHLK pic.twitter.com/xAEecnWWuF — Oriental Times (@OrientalTimes) February 28, 2017",1
"The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo. — Donald J. Trump (@realDonaldTrump) February 25, 2017",1
"Recent discussion about @SenJohnMcCain and a letter from/to Russia in 2008. Our analysis at the time: https://t.co/zNqnVfgKyt — WikiLeaks (@wikileaks) February 23, 2017",1
"BREAKING: Disturbing, racist tirade released at #CPAC2017 has been identified as CNN’s @JakeTapper. #CNNLeaks pic.twitter.com/nKia7E8ivc — OMFG NEWS (@OMFGNN) February 23, 2017",1
"The best way to teach your kids about taxes is by eating 30% of their ice cream. — Bill Murray (@BiIIMurray) March 23, 2014",1
"#RIP: We've just learned that #ReginaldVelJohnson, best known as Carl Winslow on #FamilyMatters, has passed away... https://t.co/YNsEJdiLit — Kathy Semble (@PrintasticGames) February 16, 2017",1
"Twitter literally trying to kill me! ??? https://t.co/OdRTRJVi7f — Reginald VelJohnson (@rveljohnson) February 15, 2017",1
"BREAKING NEWS:Trump Just Declared To Ban Full-Face Veils In Public Places. Do You Support This ? https://t.co/TajLeL4tA4 pic.twitter.com/ygE8EOb300— Sonlight (@JOEROWE409) February 4, 2017",1
"Today Burger King Is Offering An ‘Adult Meal’ With ‘Adult Toys’ For Some Saucy ‘Adult Fun’ https://t.co/Afw3QEyAxn pic.twitter.com/sR2aTx9Rz4 — Thought Catalog (@ThoughtCatalog) February 14, 2017",1
"BOMBSHELL: Trump and Putin Spotted at Swiss Resort Prior to Election - Salt Lake City Guardian https://t.co/PmnvQn6kVN — SupportWomen (@tinamdixon2012) February 13, 2017",1
"The people are rising up… against Islamic invasion! https://t.co/qUyLzwCDJY pic.twitter.com/BIOKG3gB9F — Lori Hendry (@Lrihendry) November 23, 2015",1
"Hey Liberals, The #9thCircuit is most overturned circuit court in country. 79% of 9th Circuit rulings have been overturned By #SCOTUS ?? — Immigrants☆4☆Trump (@immigrant4trump) February 8, 2017",1
"To clarify erroneous info by others: This is a grassroots effort started by concerned citizens. NO affiliation with ANY celebs/shows! — Fire the Fool (@FIRE_THE_FOOL) February 4, 2017",1
"No, I’m not involved or affiliated with any forthcoming march/demonstration. Stuff circulating to that effect on Facebook is false. — Rachel Maddow MSNBC (@maddow) February 5, 2017",1
".@ilanberman: ""there was no readout of the Trump-Putin call bc WH turned off recording"" – Kremlin readout is very positive @BPC_Bipartisan pic.twitter.com/oi4v1R5dN0 — ilhan tanir (@WashingtonPoint) February 1, 2017",1
"No matter what #SeanSpicer spins this is a pic of a family in handcuffs at an airport. A child in cuffs? #morningjoe pic.twitter.com/wq3ERfqRL9 — BarryThomas Goldberg (@barrytgoldberg) January 30, 2017",1
"I would like to know why nobody is following the Muslims in CHICAGO chanting DEATH TO AMERICA(CROWDS OF 100S OF PEOPLE THIS MORNING) — Richard Torres (@Richard35858) March 8, 2016",1
"Were Muslims protesting in Chicago last week? I can't find anything on it if they did. I was told they were chanting 'death to America'??? — Ohiobelle (@Ohiobelle) March 4, 2016",1
"@dslawnick Ok. This is a very credible source. He said there 100's chanting death to America & Israel. There is nothing to back it up?? — Ohiobelle (@Ohiobelle) March 5, 2016",1
"Wtf?? Chanting Death to America in Chicago??? Is this legit and if so, where's MSM now???? https://t.co/eHPxhC1PCH — ♥Pink Lady♥ (@pink_lady56) March 8, 2016",1
"Breaking: obscure law requires Sen confirmation for WH aide like Bannon to serve on NSC. 50 U.S. Code § 3021 https://t.co/1sRQEnP3CY — Jonathan Alter (@jonathanalter) January 31, 2017",1
"#UnholyTrinity insistence to monitor Putin call was due to concern POTUS hasn’t told full story about Putin attempts at blackmail. — Rogue POTUS Staff (@RoguePOTUSStaff) January 28, 2017",1
".@SeanSpicer‘s role in the Trump administration will be to provide the American public with robust and clearly articulated misinformation. pic.twitter.com/IlRkZPbDZl — The Onion (@TheOnion) January 29, 2017 You nailed it. Period! https://t.co/AUmS1C222b — Sean Spicer (@seanspicer) January 29, 2017",1
"Calls to ban Muslims from entering the U.S. are offensive and unconstitutional. — Governor Mike Pence (@GovPenceIN) December 8, 2015",1
"I sincerely apologize for the insensitive tweet. I deeply regret my actions & offensive words. It was inexcusable & I’m so sorry. — Katie Rich (@katiemaryrich) January 23, 2017",1
"If you participated in a #WomensMarch in any city anywhere, or even virtually, text COUNT ME to 89800! pic.twitter.com/ZY32GWU5Ru — Sriya Sarkar (@sriyasarkar7) January 23, 2017",1
"Calling all marchers! Text COUNT ME to 89800 to be counted as a #WomensMarch participant & share with friends. @womensmarch pic.twitter.com/HJTMyWbFke — It’s Time Network (@ItsTimeNetwork) January 21, 2017",1
"Correction: The MLK bust is still in the Oval Office. It was obscured by an agent and door. — Zeke Miller (@ZekeJMiller) January 21, 2017",1
"Thanks to White House Chief of Staff for this wonderful picture of the MLK bust in the oval pic.twitter.com/Lzgj6RljvI — Sean Spicer (@PressSec) January 21, 2017",1
"So Trump wanted a Soviet style inaugural parade with tanks and missiles. DOD said no, let him have a flyover. As of tomorrow he runs DOD. — Josh Marshall (@joshtpm) January 19, 2017",1
"Is anyone else a little disconcerted that Trump's 2020 slogan ""Keep America Great"" is directly from the Purge movie?— Thomas C. (@Thomas_Conerty) January 18, 2017",1
"The crowd for Donald Trump's inauguration today is already nearing record levels. #InaugurationDay pic.twitter.com/ef0ttk5kYo — McNeil (@Reflog_18) January 20, 2017",1
"Wh.. why does Donald Trump need to fake a photo of him writing his inaugeration speech at an antique shop reception desk....? https://t.co/GzUzc0afSp — Cerulean Scavenger (@Khatoblepas) January 19, 2017",1
"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he… — Donald J. Trump (@realDonaldTrump) January 17, 2017",1
"As someone who professionally outfits fictional universes, I can tell you with absolute certainly that these are blank pieces of paper. https://t.co/IVLOIqt7EE — Amy Berg (@bergopolis) January 12, 2017",1
"Japan researchers warn of fingerprint theft from 'peace' sign https://t.co/fCqPbbI3Fj — AFP news agency (@AFP) January 11, 2017",1
"#MerylStreep made fun of mentally challenged on late night tv here’s proof her entire speech was a fraud pic.twitter.com/vhjhEJPPsH — Kayla Vas On Air (@Kayla_Vas) January 9, 2017",1
"VIDEO: Ronda Rousey Found Dead in Venice Residence (Possible Suicide) – USA Today News https://t.co/iXoun6OOrL  — Pressplay (@wesaypressplay) January 3, 2017",1
"Hollyweed!!! I think security took the night off last night in Hollywood?. pic.twitter.com/ycQXzjsyjG — Sd3gaughC (@Sd3gaughC) January 1, 2017",1
"UPDATE: Crews have restored the Hollywood sign, which was altered overnight to read “Hollyweed.” #LIVE @ https://t.co/w3oJ4nTd1g pic.twitter.com/yKiufGQhku — CBS Los Angeles (@CBSLA) January 1, 2017",1
"Princess Leia’s iconic look was inspired by real-life Mexican Revolutionaries pic.twitter.com/hJFhQgm60K — NowThis (@nowthisnews) December 29, 2016",1
"Why does future look like the child of Meryl Streep and Morgan Freeman??? pic.twitter.com/coUUbn8Po6 — ¯\_(ツ)_/¯ (@FabioSoriano) May 10, 2016",1
"GOP Calling for Investigation Into Voter Fraud In Detroit a/Jill’s Recount Exposes More Votes Than Act Registered Voters in 37% of Precincts https://t.co/pVPdEEB6zv — Females 4 Trump ?? (@FemalesForTrump) December 14, 201",1
"Not sure if it's true but just heard if you tell Siri ""charge my phone to 100%"" Siri will call 911. That's pretty smart.— Andrew N. (@Yabagaba) July 17, 2015",1
"Carl Paladino made racist, ugly, reprehensible remarks about the President & First Lady. My wish this season is for unity. Full statement pic.twitter.com/ZHgsrHmHbp — Andrew Cuomo (@NYGovCuomo) December 23, 2016",1
"Drunk Man Has Sex With Snowman; Loses Penis To Frostbite https://t.co/j98WaBYi2f — Mwic Robinson (@mwic255) December 8, 2016",1
"Pressure on Kuwait to move event to Trump hotel a ‘paradigm impeachable offense’ https://t.co/OvK4CBDURr pic.twitter.com/NBjcijb4Ua — Judd Legum (@JuddLegum) December 20, 2016",1
"If I shot & edited #TrumpTapes online yr ago, Cruz would be Pres & all would be…still f**ked up. Tapes are trailer 4 feature: #RussianOrgy — Tom Arnold (@TomArnold) December 21, 2016",1
"We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim… WTFFFFFFFF please spread pic.twitter.com/P5dQCE0qos — Adam Saleh (@omgAdamSaleh) December 21, 2016",1
"Russian flag flies at Texas Capitol prior to #ElectoralCollege @TexasTribune @bobphoto #txlege pic.twitter.com/0pcYFoY3bA — bobphoto (@bobphoto) December 19, 2016",1
"China steals United States Navy research drone in international waters – rips it out of water and takes it to China in unprecedented act. — Donald J. Trump (@realDonaldTrump) December 17, 2016",1
"He wouldn't put Kanye in the Cabinet just to prove that he can. ... would he? — Adrianna McIntyre (@onceuponA) December 13, 2016",1
"What did Buzz Aldrin mean and WHY did he delete this tweet? “We are all in danger. It is evil itself.” pic.twitter.com/tYb9IFCfZk — slone (@slone) December 7, 2016",1
"Buzz Aldrin Warns “it is evil itself” https://t.co/i0mqoHnh5y — Christopher Horn (@NightHorn) December 9, 2016",1
"Advent Day 11: The color white of the candy cane represents the #purity of the Virgin Mary and Jesus.  #RethinkAdvent #RethinkChurch #inumc pic.twitter.com/lXMJYsDpak — Kilmore UMC (@KilmoreUMC) December 7, 2016",1
"I’m not into consp. theories at all, but no one can deny those suspect sketches are identical to podesta bros. Comet Ping Pong #Pizzagate — Kacey (@KaceyIlliot1669) December 5, 2016",1
".@Macy’s is a big contributor to @PPFA . Anybody against Planned Parenthood should boycott racial profiling Macy’s. — Donald J. Trump (@realDonaldTrump) July 25, 2015",1
"Donald Trump said he would not cut Medicare or Social Security. He must keep his word. It’s a life-and-death issue for millions of people. — Bernie Sanders (@SenSanders) December 10, 2016",1
".@realDonaldTrump to remain Executive Producer on #CelebrityApprentice (EXCLUSIVE) https://t.co/lWFRA3riN1 pic.twitter.com/PceHQUZODA — Variety (@Variety) December 8, 2016",1
"Still trying to figure out if this $80 rock being sold at @Nordstrom is a joke. #TBD https://t.co/GTwW9Kk5kv — Cayla Durrett (@CaylaDurrett) November 27, 2016",1
"Finally. I can now view @target‘s website from Israel. The site was “blocked” for quite a while. — Ahuvah Berger-Burcat (@ahoova) December 8, 2016",1
"Thank you @Target for reopening your website to #Israel #target pic.twitter.com/KRTE2J23Af — TovaInIsrael (@TovaInIsrael) December 7, 2016",1
"@Y0ssarian11 if Indians take their land and resources back, they could pose a serious threat to current American culture and leadership. — Sheriff Kirchmeier (@KyleKirchmeier) December 7, 2016",1
"United Airlines will begin charging to use overhead bins in 2017 https://t.co/6eI1UMof4l — Denver Post Breaking (@DenverPostBrk) December 6, 2016",1
"We are pleased to have reached a deal with President-elect Trump & VP-elect Pence to keep close to 1,000 jobs in Indy. More details soon. — Carrier (@Carrier) November 30, 2016",1
"Breaking: Carrier confirms in letter to workers that fan coil jobs will “relocate” to Mexico by end of 2017. @rtv6 @IndyThisWeek pic.twitter.com/pcHo5ZPuh4 — Rafael Sánchez (@RafaelOnTV) December 2, 2016",1
"Brandon Hall of the Michigan Trump campaign was just convicted of 10 of 10 counts of election fraud. https://t.co/KUJV4qNAiv — Susan J. Demas (@sjdemas) November 30, 2016",1
"Deeply saddened by the senseless act of gun violence at Ohio State this morning. Praying for the injured and the entire Buckeye community — Senator Tim Kaine (@timkaine) November 28, 2016",1
"Criminalizing flag-burning: Totally criminal when by proposed by Trump (2016) yet somehow totally cool when proposed by Hillary (2005). — John Schindler (@20committee) November 29, 2016",1
